model_id,model_name,model_type,aro_accession,aro_name,target_resistance_family,drug_classes,resistance_mechanisms,reference_taxa,n_model_sequences,has_snp_data,source,source_url,card_version
145,OXA-229,protein homolog model,3001692,OXA-229,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter bereziniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
146,OXA-98,protein homolog model,3001646,OXA-98,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
147,OXA-27,protein homolog model,3001422,OXA-27,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
148,SHV-92,protein homolog model,3001144,SHV-92,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
149,aadA12,protein homolog model,3002612,aadA12,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
150,catB3,protein homolog model,3002676,catB3,Beta-lactamase,phenicol antibiotic,antibiotic inactivation,Enterobacter cloacae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
151,OKP-A-15,protein homolog model,3002432,OKP-A-15,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
152,cpxA,protein homolog model,3000830,cpxA,Beta-lactamase,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux,Escherichia coli O157:H7 str. Sakai,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
153,adeF,protein homolog model,3000777,adeF,Beta-lactamase,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,Acinetobacter baumannii AYE,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
154,mgrA,protein homolog model,3000815,mgrA,Beta-lactamase,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;moenomycin antibiotic;nonribosomal peptide antibiotics;penicillin beta-lactam;peptide antibiotic;tetracycline antibiotic,antibiotic efflux,Staphylococcus aureus subsp. aureus N315,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
155,TEM-195,protein homolog model,3001055,TEM-195,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
156,AAC(6')-Iaf,protein homolog model,3002574,AAC(6')-Iaf,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
157,dfrA21,protein homolog model,3003017,dfrA21,Beta-lactamase,diaminopyrimidine antibiotic,antibiotic target replacement,Salmonella enterica subsp. enterica serovar Bredeney,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
158,myrA,protein homolog model,3001300,myrA,Beta-lactamase,lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration,Micromonospora griseorubida,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
159,vgaALC,protein homolog model,3002830,vgaALC,Beta-lactamase,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,antibiotic target protection,Staphylococcus haemolyticus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
160,OXA-236,protein homolog model,3001677,OXA-236,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
161,SHV-56,protein homolog model,3001112,SHV-56,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
162,KPC-8,protein homolog model,3002318,KPC-8,Beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
163,OXA-376,protein homolog model,3001562,OXA-376,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
164,vanN,protein homolog model,3002912,vanN,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
165,VIM-29,protein homolog model,3002299,VIM-29,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
43,tet(42),protein homolog model,3000572,tet(42),Beta-lactamase,tetracycline antibiotic,antibiotic efflux,Micrococcus sp. SMCC G887,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
17,tet(45),protein homolog model,3003196,tet(45),Beta-lactamase,tetracycline antibiotic,antibiotic efflux,Bhargavaea cecembensis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
142,tet(E),protein homolog model,3000173,tet(E),Beta-lactamase,tetracycline antibiotic,antibiotic efflux,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
49,tsnR,protein homolog model,3003060,tsnR,Beta-lactamase,peptide antibiotic;ribosomally synthesized and post-translationally modified peptide antibiotics,antibiotic target alteration,Streptomyces laurentii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
167,CMY-39,protein homolog model,3002050,CMY-39,Beta-lactamase,cephalosporin,antibiotic inactivation,Citrobacter freundii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
168,VIM-17,protein homolog model,3002287,VIM-17,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
112,fosA5,protein homolog model,3003209,fosA5,Beta-lactamase,aminoglycoside antibiotic;fluoroquinolone antibiotic;phosphonic acid antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
138,Streptomyces lividans cmlR,protein homolog model,3002690,Streptomyces lividans cmlR,Beta-lactamase,phenicol antibiotic,antibiotic efflux,Streptomyces lividans 1326,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
141,vanR gene in vanB cluster,protein homolog model,3002921,vanR gene in vanB cluster,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
169,IMP-33,protein homolog model,3002224,IMP-33,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
170,IMP-19,protein homolog model,3002210,IMP-19,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Aeromonas caviae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
171,TEM-78,protein homolog model,3000944,TEM-78,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
173,arr-4,protein homolog model,3002849,arr-4,Beta-lactamase,rifamycin antibiotic,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
174,CfxA2,protein homolog model,3003002,CfxA2,Beta-lactamase,cephalosporin,antibiotic inactivation,Prevotella intermedia,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
175,CTX-M-24,protein homolog model,3001886,CTX-M-24,Beta-lactamase,azole antibiotic;cephalosporin;imidazole antibiotic,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
176,CMY-25,protein homolog model,3002036,CMY-25,Beta-lactamase,cephalosporin,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
177,IMP-51,protein homolog model,3003659,IMP-51,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
179,QnrA5,protein homolog model,3002711,QnrA5,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target protection,Shewanella algae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
180,DHA-19,protein homolog model,3002150,DHA-19,Beta-lactamase,cephalosporin,antibiotic inactivation,Morganella morganii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
181,GES-14,protein homolog model,3002343,GES-14,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
182,arlS,protein homolog model,3000839,arlS,Beta-lactamase,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,Staphylococcus aureus subsp. aureus NCTC 8325,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
183,adeS,protein homolog model,3000549,adeS,Beta-lactamase,glycylcycline;tetracycline antibiotic,antibiotic efflux,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
184,OCH-1,protein homolog model,3002514,OCH-1,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Brucella anthropi,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
185,OXA-232,protein homolog model,3001778,OXA-232,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
186,OXA-12,protein homolog model,3001407,OXA-12,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Aeromonas sobria,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
187,OXA-348,protein homolog model,3001535,OXA-348,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter calcoaceticus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
188,SHV-89,protein homolog model,3001141,SHV-89,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
189,CTX-M-19,protein homolog model,3001881,CTX-M-19,Beta-lactamase,azole antibiotic;cephalosporin;imidazole antibiotic,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
190,OXA-195,protein homolog model,3001480,OXA-195,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter nosocomialis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
191,OXA-199,protein homolog model,3001814,OXA-199,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Shewanella xiamenensis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
192,CTX-M-38,protein homolog model,3001900,CTX-M-38,Beta-lactamase,azole antibiotic;cephalosporin;imidazole antibiotic,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
193,TEM-121,protein homolog model,3000983,TEM-121,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
194,SHV-61,protein homolog model,3001116,SHV-61,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
195,CTX-M-58,protein homolog model,3001919,CTX-M-58,Beta-lactamase,azole antibiotic;cephalosporin;imidazole antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
197,CTX-M-56,protein homolog model,3001918,CTX-M-56,Beta-lactamase,azole antibiotic;cephalosporin;imidazole antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
198,TEM-138,protein homolog model,3001002,TEM-138,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Salmonella enterica,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
199,SRT-1,protein homolog model,3002493,SRT-1,Beta-lactamase,cephalosporin,antibiotic inactivation,Serratia marcescens,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
200,LEN-14,protein homolog model,3002477,LEN-14,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Enterobacter cloacae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
201,OCH-3,protein homolog model,3002516,OCH-3,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Brucella anthropi,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
202,SHV-101,protein homolog model,3001150,SHV-101,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
203,OXY-2-8,protein homolog model,3002403,OXY-2-8,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Klebsiella oxytoca,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
204,VIM-43,protein homolog model,3003179,VIM-43,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
205,APH(4)-Ia,protein homolog model,3002655,APH(4)-Ia,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
206,FomA,protein homolog model,3000423,FomA,Beta-lactamase,phosphonic acid antibiotic,antibiotic inactivation,Streptomyces wedmorensis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
207,GES-12,protein homolog model,3002341,GES-12,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
208,CMY-105,protein homolog model,3002117,CMY-105,Beta-lactamase,cephalosporin,antibiotic inactivation,Citrobacter freundii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
210,SHV-35,protein homolog model,3001093,SHV-35,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
211,TEM-206,protein homolog model,3001383,TEM-206,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
213,OXA-21,protein homolog model,3001416,OXA-21,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
214,SHV-121,protein homolog model,3001168,SHV-121,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
215,bcrC,protein homolog model,3003250,bcrC,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Bacillus licheniformis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
216,LEN-9,protein homolog model,3002459,LEN-9,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Klebsiella variicola,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
218,npmA,protein homolog model,3002665,npmA,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
219,OKP-A-12,protein homolog model,3002429,OKP-A-12,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
220,TEM-92,protein homolog model,3000959,TEM-92,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Proteus mirabilis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
